message,label,clean_message
Unauthorized payment from my card! kindly resolve,2,unauthorized payment card kindly resolve
Prices seem reasonable.!!!,0,price seem reasonable
Unauthorized payment from my card!,2,unauthorized payment card
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
I like your service. please help,0,like service please help
Sharing a suggestion for improvement. kindly resolve,0,sharing suggestion improvement kindly resolve
I like your service. please help,0,like service please help
Order arrived late.!!!,1,order arrived late
I like your service.!!!,0,like service
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
Coupon code is not working. please help,1,coupon code working please help
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Received a damaged package. asap,1,received damaged package asap
Received a damaged package.!!!,1,received damaged package
Order arrived late.!!!,1,order arrived late
The app looks good.!!!,0,app look good
Need help with changing my address. please help,1,need help changing address please help
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
Prices seem reasonable.,0,price seem reasonable
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Received a damaged package. kindly resolve,1,received damaged package kindly resolve
Tracking info is not updating. please help,1,tracking info updating please help
Payment taken multiple times! please help,2,payment taken multiple time please help
I like your service.!!!,0,like service
Urgent: money deducted but order failed!,2,urgent money deducted order failed
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Payment confirmation is pending. please help,1,payment confirmation pending please help
Payment confirmation is pending.,1,payment confirmation pending
Payment confirmation is pending. please help,1,payment confirmation pending please help
I like your service. kindly resolve,0,like service kindly resolve
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Your staff was polite.,0,staff polite
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Need help with changing my address. please help,1,need help changing address please help
Coupon code is not working.!!!,1,coupon code working
Prices seem reasonable.!!!,0,price seem reasonable
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Prices seem reasonable.,0,price seem reasonable
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
Tracking info is not updating.,1,tracking info updating
"I was charged twice, fix this immediately! asap",2,charged twice fix immediately asap
I like your service. asap,0,like service asap
The new update is nice. kindly resolve,0,new update nice kindly resolve
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Overall experience was okay. asap,0,overall experience okay asap
I like your service. please help,0,like service please help
Feature request: dark mode would be nice.,0,feature request dark mode would nice
Serious complaint: wrong person received my order and details! kindly resolve,2,serious complaint wrong person received order detail kindly resolve
The new update is nice.,0,new update nice
Critical: scam activity on my profile!,2,critical scam activity profile
I like your service.,0,like service
Just giving feedback about the UI. please help,0,giving feedback ui please help
